value;nbIteration
1.0;3578
2.0;1501
3.0;836
4.0;797
5.0;772
6.0;562
7.0;381
8.0;278
9.0;472
10.0;308
11.0;304
12.0;262
13.0;192
14.0;212
15.0;135
16.0;147
17.0;120
18.0;127
19.0;166
20.0;102
21.0;132
22.0;92
23.0;100
24.0;92
25.0;74
26.0;64
27.0;89
28.0;78
29.0;74
30.0;77
31.0;76
32.0;71
33.0;38
34.0;92
35.0;32
36.0;55
37.0;39
38.0;77
39.0;37
40.0;33
41.0;52
42.0;37
43.0;46
44.0;33
45.0;48
46.0;27
47.0;31
48.0;43
49.0;29
50.0;41
51.0;19
52.0;55
53.0;23
54.0;27
55.0;31
56.0;27
57.0;37
58.0;20
59.0;32
60.0;23
61.0;40
62.0;15
63.0;16
64.0;24
65.0;23
66.0;16
67.0;11
68.0;19
69.0;22
70.0;30
71.0;14
72.0;10
73.0;14
74.0;14
75.0;22
76.0;22
77.0;12
78.0;10
79.0;8
80.0;13
81.0;15
82.0;13
83.0;13
84.0;8
85.0;16
86.0;11
87.0;13
88.0;9
89.0;9
90.0;8
91.0;18
92.0;12
93.0;10
94.0;8
95.0;8
96.0;9
97.0;5
98.0;10
99.0;13
100.0;8
101.0;6
