value;nbIteration
1.0;13485
2.0;7482
3.0;4451
4.0;4456
5.0;2610
6.0;1735
7.0;1887
8.0;1807
9.0;1286
10.0;1177
11.0;1346
12.0;1092
13.0;963
14.0;905
15.0;1033
16.0;777
17.0;1101
18.0;562
19.0;782
20.0;530
21.0;577
22.0;537
23.0;565
24.0;464
25.0;439
26.0;514
27.0;489
28.0;391
29.0;675
30.0;415
31.0;436
32.0;363
33.0;326
34.0;339
35.0;328
36.0;347
37.0;361
38.0;362
39.0;438
40.0;284
41.0;351
42.0;239
43.0;376
44.0;267
45.0;270
46.0;240
47.0;179
48.0;220
49.0;255
50.0;232
51.0;309
52.0;217
53.0;272
54.0;248
55.0;233
56.0;193
57.0;225
58.0;186
59.0;263
60.0;159
61.0;200
62.0;190
63.0;185
64.0;190
65.0;214
66.0;241
67.0;187
68.0;154
69.0;159
70.0;151
71.0;166
72.0;126
73.0;153
74.0;189
75.0;192
76.0;151
77.0;135
78.0;144
79.0;170
80.0;184
81.0;125
82.0;121
83.0;136
84.0;128
85.0;137
86.0;120
87.0;78
88.0;151
89.0;141
90.0;113
91.0;140
92.0;116
93.0;166
94.0;103
95.0;91
96.0;115
97.0;120
98.0;114
99.0;122
100.0;98
101.0;85
