value;nbIteration
1.0;5943
2.0;3156
3.0;2174
4.0;1837
5.0;1248
6.0;1121
7.0;824
8.0;708
9.0;822
10.0;642
11.0;524
12.0;622
13.0;565
14.0;478
15.0;361
16.0;432
17.0;389
18.0;332
19.0;396
20.0;279
21.0;305
22.0;227
23.0;283
24.0;282
25.0;236
26.0;262
27.0;217
28.0;235
29.0;255
30.0;194
31.0;181
32.0;179
33.0;186
34.0;196
35.0;183
36.0;152
37.0;167
38.0;161
39.0;151
40.0;134
41.0;123
42.0;152
43.0;113
44.0;135
45.0;126
46.0;121
47.0;128
48.0;119
49.0;121
50.0;108
51.0;122
52.0;108
53.0;112
54.0;102
55.0;105
56.0;84
57.0;90
58.0;101
59.0;100
60.0;92
61.0;87
62.0;101
63.0;78
64.0;84
65.0;107
66.0;86
67.0;84
68.0;81
69.0;86
70.0;77
71.0;83
72.0;76
73.0;82
74.0;88
75.0;86
76.0;79
77.0;75
78.0;75
79.0;67
80.0;85
81.0;61
82.0;78
83.0;65
84.0;73
85.0;59
86.0;57
87.0;71
88.0;55
89.0;62
90.0;67
91.0;68
92.0;70
93.0;59
94.0;55
95.0;51
96.0;63
97.0;60
98.0;56
99.0;57
100.0;60
101.0;47
