value;nbIteration
1.0;48964
2.0;24868
3.0;17477
4.0;12364
5.0;9100
6.0;8911
7.0;5991
8.0;6201
9.0;4995
10.0;5092
11.0;4417
12.0;3646
13.0;2961
14.0;3006
15.0;3607
16.0;2799
17.0;2678
18.0;2413
19.0;2192
20.0;2357
21.0;2132
22.0;2340
23.0;1999
24.0;1784
25.0;1955
26.0;1746
27.0;1990
28.0;2068
29.0;1555
30.0;1547
31.0;1435
32.0;1382
33.0;1384
34.0;1356
35.0;1439
36.0;1300
37.0;1168
38.0;1281
39.0;1284
40.0;993
41.0;1146
42.0;1181
43.0;1083
44.0;976
45.0;835
46.0;1071
47.0;965
48.0;940
49.0;943
50.0;1094
51.0;1009
52.0;881
53.0;834
54.0;673
55.0;898
56.0;756
57.0;743
58.0;796
59.0;710
60.0;756
61.0;779
62.0;699
63.0;628
64.0;669
65.0;586
66.0;645
67.0;718
68.0;622
69.0;577
70.0;543
71.0;689
72.0;649
73.0;540
74.0;476
75.0;481
76.0;530
77.0;570
78.0;551
79.0;456
80.0;573
81.0;524
82.0;584
83.0;562
84.0;440
85.0;471
86.0;588
87.0;515
88.0;504
89.0;481
90.0;500
91.0;623
92.0;435
93.0;399
94.0;472
95.0;434
96.0;377
97.0;511
98.0;386
99.0;510
100.0;378
101.0;491
